order	chromosome	A	type	start	end	B	strand	C	ID
187_	chr1	.	miRNA	86823348	86823368	.	-	.	ID=MIMAT0030431;Alias=MIMAT0030431;Name=hsa-miR-7856-5p;Derives_from=MI0025526
188_	chr1	.	miRNA_primary_transcript	94312388	94312467	.	+	.	ID=MI0005567;Alias=MI0005567;Name=hsa-mir-760
189_	chr1	.	miRNA	94312436	94312455	.	+	.	ID=MIMAT0004957;Alias=MIMAT0004957;Name=hsa-miR-760;Derives_from=MI0005567
190_	chr1	.	miRNA_primary_transcript	95211416	95211456	.	-	.	ID=MI0016761;Alias=MI0016761;Name=hsa-mir-378g
191_	chr1	.	miRNA	95211436	95211455	.	-	.	ID=MIMAT0018937;Alias=MIMAT0018937;Name=hsa-miR-378g;Derives_from=MI0016761
192_	chr1	.	miRNA_primary_transcript	98510798	98510907	.	-	.	ID=MI0012063;Alias=MI0012063;Name=hsa-mir-2682
193_	chr1	.	miRNA	98510863	98510885	.	-	.	ID=MIMAT0013517;Alias=MIMAT0013517;Name=hsa-miR-2682-5p;Derives_from=MI0012063
194_	chr1	.	miRNA	98510827	98510848	.	-	.	ID=MIMAT0013518;Alias=MIMAT0013518;Name=hsa-miR-2682-3p;Derives_from=MI0012063
195_	chr1	.	miRNA_primary_transcript	98511626	98511727	.	-	.	ID=MI0000454;Alias=MI0000454;Name=hsa-mir-137
196_	chr1	.	miRNA	98511647	98511669	.	-	.	ID=MIMAT0000429;Alias=MIMAT0000429;Name=hsa-miR-137;Derives_from=MI0000454
197_	chr1	.	miRNA_primary_transcript	100746797	100746864	.	+	.	ID=MI0003558;Alias=MI0003558;Name=hsa-mir-553
198_	chr1	.	miRNA	100746812	100746832	.	+	.	ID=MIMAT0003216;Alias=MIMAT0003216;Name=hsa-miR-553;Derives_from=MI0003558
199_	chr1	.	miRNA_primary_transcript	108439845	108439926	.	+	.	ID=MI0025522;Alias=MI0025522;Name=hsa-mir-7852
200_	chr1	.	miRNA	108439904	108439925	.	+	.	ID=MIMAT0030427;Alias=MIMAT0030427;Name=hsa-miR-7852-3p;Derives_from=MI0025522
201_	chr1	.	miRNA_primary_transcript	110141515	110141589	.	+	.	ID=MI0000239;Alias=MI0000239;Name=hsa-mir-197
202_	chr1	.	miRNA	110141562	110141583	.	+	.	ID=MIMAT0000227;Alias=MIMAT0000227;Name=hsa-miR-197-3p;Derives_from=MI0000239
203_	chr1	.	miRNA	110141523	110141545	.	+	.	ID=MIMAT0022691;Alias=MIMAT0022691;Name=hsa-miR-197-5p;Derives_from=MI0000239
204_	chr1	.	miRNA_primary_transcript	113004392	113004455	.	-	.	ID=MI0015855;Alias=MI0015855;Name=hsa-mir-4256
205_	chr1	.	miRNA	113004428	113004445	.	-	.	ID=MIMAT0016877;Alias=MIMAT0016877;Name=hsa-miR-4256;Derives_from=MI0015855
206_	chr1	.	miRNA_primary_transcript	117102646	117102733	.	-	.	ID=MI0016762;Alias=MI0016762;Name=hsa-mir-548ac
207_	chr1	.	miRNA	117102660	117102681	.	-	.	ID=MIMAT0018938;Alias=MIMAT0018938;Name=hsa-miR-548ac;Derives_from=MI0016762
208_	chr1	.	miRNA_primary_transcript	117214371	117214449	.	+	.	ID=MI0003776;Alias=MI0003776;Name=hsa-mir-320b-1
209_	chr1	.	miRNA	117214409	117214430	.	+	.	ID=MIMAT0005792;Alias=MIMAT0005792;Name=hsa-miR-320b;Derives_from=MI0003776
210_	chr1	.	miRNA_primary_transcript	117637265	117637350	.	+	.	ID=MI0005767;Alias=MI0005767;Name=hsa-mir-942
211_	chr1	.	miRNA	117637277	117637298	.	+	.	ID=MIMAT0004985;Alias=MIMAT0004985;Name=hsa-miR-942-5p;Derives_from=MI0005767
212_	chr1	.	miRNA	117637317	117637338	.	+	.	ID=MIMAT0026734;Alias=MIMAT0026734;Name=hsa-miR-942-3p;Derives_from=MI0005767
213_	chr1	.	miRNA_primary_transcript	142667289	142667363	.	+	.	ID=MI0014131;Alias=MI0014131;Name=hsa-mir-3118-1
214_	chr1	.	miRNA	142667332	142667354	.	+	.	ID=MIMAT0014980;Alias=MIMAT0014980;Name=hsa-miR-3118;Derives_from=MI0014131
215_	chr1	.	miRNA_primary_transcript	143163750	143163822	.	+	.	ID=MI0014132;Alias=MI0014132;Name=hsa-mir-3118-2
216_	chr1	.	miRNA	143163792	143163814	.	+	.	ID=MIMAT0014980_1;Alias=MIMAT0014980;Name=hsa-miR-3118;Derives_from=MI0014132
217_	chr1	.	miRNA_primary_transcript	143424141	143424215	.	-	.	ID=MI0014133;Alias=MI0014133;Name=hsa-mir-3118-3
218_	chr1	.	miRNA	143424150	143424172	.	-	.	ID=MIMAT0014980_2;Alias=MIMAT0014980;Name=hsa-miR-3118;Derives_from=MI0014133
219_	chr1	.	miRNA_primary_transcript	143672921	143673002	.	+	.	ID=MI0020354;Alias=MI0020354;Name=hsa-mir-6077-1
220_	chr1	.	miRNA	143672933	143672953	.	+	.	ID=MIMAT0023702;Alias=MIMAT0023702;Name=hsa-miR-6077;Derives_from=MI0020354
221_	chr1	.	miRNA_primary_transcript	145584423	145584481	.	+	.	ID=MI0022581;Alias=MI0022581;Name=hsa-mir-6736
222_	chr1	.	miRNA	145584428	145584448	.	+	.	ID=MIMAT0027373;Alias=MIMAT0027373;Name=hsa-miR-6736-5p;Derives_from=MI0022581
223_	chr1	.	miRNA	145584461	145584481	.	+	.	ID=MIMAT0027374;Alias=MIMAT0027374;Name=hsa-miR-6736-3p;Derives_from=MI0022581
224_	chr1	.	miRNA_primary_transcript	147806603	147806678	.	-	.	ID=MI0017976;Alias=MI0017976;Name=hsa-mir-5087
225_	chr1	.	miRNA	147806646	147806668	.	-	.	ID=MIMAT0021079;Alias=MIMAT0021079;Name=hsa-miR-5087;Derives_from=MI0017976
226_	chr1	.	miRNA_primary_transcript	147860434	147860515	.	+	.	ID=MI0023562;Alias=MI0023562;Name=hsa-mir-6077-2
227_	chr1	.	miRNA	147860446	147860466	.	+	.	ID=MIMAT0023702_1;Alias=MIMAT0023702;Name=hsa-miR-6077;Derives_from=MI0023562
228_	chr1	.	miRNA_primary_transcript	150464821	150464886	.	+	.	ID=MI0022725;Alias=MI0022725;Name=hsa-mir-6878
229_	chr1	.	miRNA	150464826	150464848	.	+	.	ID=MIMAT0027656;Alias=MIMAT0027656;Name=hsa-miR-6878-5p;Derives_from=MI0022725
230_	chr1	.	miRNA	150464866	150464886	.	+	.	ID=MIMAT0027657;Alias=MIMAT0027657;Name=hsa-miR-6878-3p;Derives_from=MI0022725
231_	chr1	.	miRNA_primary_transcript	150524405	150524490	.	+	.	ID=MI0015856;Alias=MI0015856;Name=hsa-mir-4257
232_	chr1	.	miRNA	150524463	150524480	.	+	.	ID=MIMAT0016878;Alias=MIMAT0016878;Name=hsa-miR-4257;Derives_from=MI0015856
233_	chr1	.	miRNA_primary_transcript	151518272	151518367	.	+	.	ID=MI0003559;Alias=MI0003559;Name=hsa-mir-554
234_	chr1	.	miRNA	151518287	151518307	.	+	.	ID=MIMAT0003217;Alias=MIMAT0003217;Name=hsa-miR-554;Derives_from=MI0003559
235_	chr1	.	miRNA_primary_transcript	153662181	153662269	.	-	.	ID=MI0025919;Alias=MI0025919;Name=hsa-mir-8083
236_	chr1	.	miRNA	153662239	153662259	.	-	.	ID=MIMAT0031010;Alias=MIMAT0031010;Name=hsa-miR-8083;Derives_from=MI0025919
237_	chr1	.	miRNA_primary_transcript	153934827	153934896	.	-	.	ID=MI0022582;Alias=MI0022582;Name=hsa-mir-6737
238_	chr1	.	miRNA	153934871	153934891	.	-	.	ID=MIMAT0027375;Alias=MIMAT0027375;Name=hsa-miR-6737-5p;Derives_from=MI0022582
239_	chr1	.	miRNA	153934827	153934848	.	-	.	ID=MIMAT0027376;Alias=MIMAT0027376;Name=hsa-miR-6737-3p;Derives_from=MI0022582
240_	chr1	.	miRNA_primary_transcript	154076997	154077068	.	-	.	ID=MI0019305;Alias=MI0019305;Name=hsa-mir-5698
241_	chr1	.	miRNA	154077038	154077059	.	-	.	ID=MIMAT0022491;Alias=MIMAT0022491;Name=hsa-miR-5698;Derives_from=MI0019305
242_	chr1	.	miRNA_primary_transcript	154166141	154166219	.	-	.	ID=MI0005545;Alias=MI0005545;Name=hsa-mir-190b
243_	chr1	.	miRNA	154166189	154166209	.	-	.	ID=MIMAT0004929;Alias=MIMAT0004929;Name=hsa-miR-190b;Derives_from=MI0005545
244_	chr1	.	miRNA_primary_transcript	154948169	154948259	.	+	.	ID=MI0015857;Alias=MI0015857;Name=hsa-mir-4258
245_	chr1	.	miRNA	154948179	154948195	.	+	.	ID=MIMAT0016879;Alias=MIMAT0016879;Name=hsa-miR-4258;Derives_from=MI0015857
246_	chr1	.	miRNA_primary_transcript	155164968	155165063	.	+	.	ID=MI0003560;Alias=MI0003560;Name=hsa-mir-92b
247_	chr1	.	miRNA	155164987	155165008	.	+	.	ID=MIMAT0004792;Alias=MIMAT0004792;Name=hsa-miR-92b-5p;Derives_from=MI0003560
248_	chr1	.	miRNA	155165028	155165049	.	+	.	ID=MIMAT0003218;Alias=MIMAT0003218;Name=hsa-miR-92b-3p;Derives_from=MI0003560
249_	chr1	.	miRNA_primary_transcript	155316141	155316236	.	-	.	ID=MI0003561;Alias=MI0003561;Name=hsa-mir-555
250_	chr1	.	miRNA	155316156	155316176	.	-	.	ID=MIMAT0003219;Alias=MIMAT0003219;Name=hsa-miR-555;Derives_from=MI0003561
251_	chr1	.	miRNA_primary_transcript	155921064	155921127	.	-	.	ID=MI0022583;Alias=MI0022583;Name=hsa-mir-6738
252_	chr1	.	miRNA	155921100	155921122	.	-	.	ID=MIMAT0027377;Alias=MIMAT0027377;Name=hsa-miR-6738-5p;Derives_from=MI0022583
253_	chr1	.	miRNA	155921064	155921087	.	-	.	ID=MIMAT0027378;Alias=MIMAT0027378;Name=hsa-miR-6738-3p;Derives_from=MI0022583
254_	chr1	.	miRNA_primary_transcript	156390133	156390221	.	-	.	ID=MI0000466;Alias=MI0000466;Name=hsa-mir-9-1
255_	chr1	.	miRNA	156390184	156390206	.	-	.	ID=MIMAT0000441;Alias=MIMAT0000441;Name=hsa-miR-9-5p;Derives_from=MI0000466
256_	chr1	.	miRNA	156390146	156390167	.	-	.	ID=MIMAT0000442;Alias=MIMAT0000442;Name=hsa-miR-9-3p;Derives_from=MI0000466
257_	chr1	.	miRNA_primary_transcript	156905923	156906036	.	-	.	ID=MI0005116;Alias=MI0005116;Name=hsa-mir-765
258_	chr1	.	miRNA	156905948	156905968	.	-	.	ID=MIMAT0003945;Alias=MIMAT0003945;Name=hsa-miR-765;Derives_from=MI0005116
259_	chr1	.	miRNA_primary_transcript	159869769	159869869	.	-	.	ID=MI0015858;Alias=MI0015858;Name=hsa-mir-4259
260_	chr1	.	miRNA	159869779	159869800	.	-	.	ID=MIMAT0016880;Alias=MIMAT0016880;Name=hsa-miR-4259;Derives_from=MI0015858
261_	chr1	.	miRNA_primary_transcript	161196976	161197051	.	+	.	ID=MI0018166;Alias=MI0018166;Name=hsa-mir-5187
262_	chr1	.	miRNA	161196985	161197006	.	+	.	ID=MIMAT0021117;Alias=MIMAT0021117;Name=hsa-miR-5187-5p;Derives_from=MI0018166
263_	chr1	.	miRNA	161197027	161197047	.	+	.	ID=MIMAT0021118;Alias=MIMAT0021118;Name=hsa-miR-5187-3p;Derives_from=MI0018166
264_	chr1	.	miRNA_primary_transcript	162126897	162126972	.	+	.	ID=MI0017282;Alias=MI0017282;Name=hsa-mir-4654
265_	chr1	.	miRNA	162126906	162126927	.	+	.	ID=MIMAT0019720;Alias=MIMAT0019720;Name=hsa-miR-4654;Derives_from=MI0017282
266_	chr1	.	miRNA_primary_transcript	162312336	162312430	.	+	.	ID=MI0003562;Alias=MI0003562;Name=hsa-mir-556
267_	chr1	.	miRNA	162312351	162312372	.	+	.	ID=MIMAT0003220;Alias=MIMAT0003220;Name=hsa-miR-556-5p;Derives_from=MI0003562
268_	chr1	.	miRNA	162312390	162312411	.	+	.	ID=MIMAT0004793;Alias=MIMAT0004793;Name=hsa-miR-556-3p;Derives_from=MI0003562
269_	chr1	.	miRNA_primary_transcript	165877158	165877213	.	+	.	ID=MI0016058;Alias=MI0016058;Name=hsa-mir-3658
270_	chr1	.	miRNA	165877160	165877181	.	+	.	ID=MIMAT0018078;Alias=MIMAT0018078;Name=hsa-miR-3658;Derives_from=MI0016058
271_	chr1	.	miRNA_primary_transcript	166123980	166124035	.	-	.	ID=MI0005713;Alias=MI0005713;Name=hsa-mir-921
272_	chr1	.	miRNA	166124010	166124034	.	-	.	ID=MIMAT0004971;Alias=MIMAT0004971;Name=hsa-miR-921;Derives_from=MI0005713
273_	chr1	.	miRNA_primary_transcript	167967898	167967964	.	+	.	ID=MI0006436;Alias=MI0006436;Name=hsa-mir-1255b-2
274_	chr1	.	miRNA	167967903	167967924	.	+	.	ID=MIMAT0005945;Alias=MIMAT0005945;Name=hsa-miR-1255b-5p;Derives_from=MI0006436
275_	chr1	.	miRNA	167967937	167967958	.	+	.	ID=MIMAT0022725;Alias=MIMAT0022725;Name=hsa-miR-1255b-2-3p;Derives_from=MI0006436
276_	chr1	.	miRNA_primary_transcript	168344762	168344859	.	+	.	ID=MI0003563;Alias=MI0003563;Name=hsa-mir-557
277_	chr1	.	miRNA	168344822	168344844	.	+	.	ID=MIMAT0003221;Alias=MIMAT0003221;Name=hsa-miR-557;Derives_from=MI0003563
278_	chr1	.	miRNA_primary_transcript	170120519	170120603	.	+	.	ID=MI0014135;Alias=MI0014135;Name=hsa-mir-3119-2
279_	chr1	.	miRNA	170120527	170120546	.	+	.	ID=MIMAT0014981;Alias=MIMAT0014981;Name=hsa-miR-3119;Derives_from=MI0014135
280_	chr1	.	miRNA_primary_transcript	170120519	170120603	.	-	.	ID=MI0014134;Alias=MI0014134;Name=hsa-mir-3119-1
281_	chr1	.	miRNA	170120576	170120595	.	-	.	ID=MIMAT0014981_1;Alias=MIMAT0014981;Name=hsa-miR-3119;Derives_from=MI0014134
282_	chr1	.	miRNA_primary_transcript	171070869	171070947	.	-	.	ID=MI0006357;Alias=MI0006357;Name=hsa-mir-1295a
283_	chr1	.	miRNA	171070879	171070899	.	-	.	ID=MIMAT0005885;Alias=MIMAT0005885;Name=hsa-miR-1295a;Derives_from=MI0006357
284_	chr1	.	miRNA_primary_transcript	171070880	171070939	.	+	.	ID=MI0019146;Alias=MI0019146;Name=hsa-mir-1295b
285_	chr1	.	miRNA	171070880	171070900	.	+	.	ID=MIMAT0022293;Alias=MIMAT0022293;Name=hsa-miR-1295b-5p;Derives_from=MI0019146
286_	chr1	.	miRNA	171070918	171070939	.	+	.	ID=MIMAT0022294;Alias=MIMAT0022294;Name=hsa-miR-1295b-3p;Derives_from=MI0019146
287_	chr1	.	miRNA_primary_transcript	172107938	172108047	.	-	.	ID=MI0000290;Alias=MI0000290;Name=hsa-mir-214
288_	chr1	.	miRNA	172107997	172108018	.	-	.	ID=MIMAT0004564;Alias=MIMAT0004564;Name=hsa-miR-214-5p;Derives_from=MI0000290
289_	chr1	.	miRNA	172107956	172107977	.	-	.	ID=MIMAT0000271;Alias=MIMAT0000271;Name=hsa-miR-214-3p;Derives_from=MI0000290
290_	chr1	.	miRNA_primary_transcript	172107948	172108028	.	+	.	ID=MI0014136;Alias=MI0014136;Name=hsa-mir-3120
291_	chr1	.	miRNA	172107998	172108018	.	+	.	ID=MIMAT0014982;Alias=MIMAT0014982;Name=hsa-miR-3120-3p;Derives_from=MI0014136
292_	chr1	.	miRNA	172107960	172107980	.	+	.	ID=MIMAT0019198;Alias=MIMAT0019198;Name=hsa-miR-3120-5p;Derives_from=MI0014136
293_	chr1	.	miRNA_primary_transcript	172113675	172113784	.	-	.	ID=MI0000281;Alias=MI0000281;Name=hsa-mir-199a-2
294_	chr1	.	miRNA	172113732	172113754	.	-	.	ID=MIMAT0000231;Alias=MIMAT0000231;Name=hsa-miR-199a-5p;Derives_from=MI0000281
295_	chr1	.	miRNA	172113694	172113715	.	-	.	ID=MIMAT0000232;Alias=MIMAT0000232;Name=hsa-miR-199a-3p;Derives_from=MI0000281
296_	chr1	.	miRNA_primary_transcript	176998499	176998581	.	-	.	ID=MI0003123;Alias=MI0003123;Name=hsa-mir-488
297_	chr1	.	miRNA	176998548	176998568	.	-	.	ID=MIMAT0002804;Alias=MIMAT0002804;Name=hsa-miR-488-5p;Derives_from=MI0003123
298_	chr1	.	miRNA	176998510	176998530	.	-	.	ID=MIMAT0004763;Alias=MIMAT0004763;Name=hsa-miR-488-3p;Derives_from=MI0003123
299_	chr1	.	miRNA_primary_transcript	178646884	178646969	.	+	.	ID=MI0016763;Alias=MI0016763;Name=hsa-mir-4424
300_	chr1	.	miRNA	178646898	178646919	.	+	.	ID=MIMAT0018939;Alias=MIMAT0018939;Name=hsa-miR-4424;Derives_from=MI0016763
301_	chr1	.	miRNA_primary_transcript	180407449	180407525	.	-	.	ID=MI0014137;Alias=MI0014137;Name=hsa-mir-3121
302_	chr1	.	miRNA	180407458	180407479	.	-	.	ID=MIMAT0014983;Alias=MIMAT0014983;Name=hsa-miR-3121-3p;Derives_from=MI0014137
303_	chr1	.	miRNA	180407493	180407514	.	-	.	ID=MIMAT0019199;Alias=MIMAT0019199;Name=hsa-miR-3121-5p;Derives_from=MI0014137
304_	chr1	.	miRNA_primary_transcript	192685458	192685520	.	+	.	ID=MI0016765;Alias=MI0016765;Name=hsa-mir-4426
305_	chr1	.	miRNA	192685463	192685479	.	+	.	ID=MIMAT0018941;Alias=MIMAT0018941;Name=hsa-miR-4426;Derives_from=MI0016765
306_	chr1	.	miRNA_primary_transcript	193105633	193105713	.	+	.	ID=MI0006425;Alias=MI0006425;Name=hsa-mir-1278
307_	chr1	.	miRNA	193105682	193105703	.	+	.	ID=MIMAT0005936;Alias=MIMAT0005936;Name=hsa-miR-1278;Derives_from=MI0006425
308_	chr1	.	miRNA_primary_transcript	196551543	196551611	.	-	.	ID=MI0017372;Alias=MI0017372;Name=hsa-mir-4735
309_	chr1	.	miRNA	196551583	196551604	.	-	.	ID=MIMAT0019860;Alias=MIMAT0019860;Name=hsa-miR-4735-5p;Derives_from=MI0017372
310_	chr1	.	miRNA	196551547	196551567	.	-	.	ID=MIMAT0019861;Alias=MIMAT0019861;Name=hsa-miR-4735-3p;Derives_from=MI0017372
311_	chr1	.	miRNA_primary_transcript	198828002	198828111	.	-	.	ID=MI0000270;Alias=MI0000270;Name=hsa-mir-181b-1
312_	chr1	.	miRNA	198828054	198828076	.	-	.	ID=MIMAT0000257;Alias=MIMAT0000257;Name=hsa-miR-181b-5p;Derives_from=MI0000270
313_	chr1	.	miRNA	198828016	198828036	.	-	.	ID=MIMAT0022692;Alias=MIMAT0022692;Name=hsa-miR-181b-3p;Derives_from=MI0000270
314_	chr1	.	miRNA_primary_transcript	198828173	198828282	.	-	.	ID=MI0000289;Alias=MI0000289;Name=hsa-mir-181a-1
315_	chr1	.	miRNA	198828237	198828259	.	-	.	ID=MIMAT0000256;Alias=MIMAT0000256;Name=hsa-miR-181a-5p;Derives_from=MI0000289
316_	chr1	.	miRNA	198828198	198828219	.	-	.	ID=MIMAT0000270;Alias=MIMAT0000270;Name=hsa-miR-181a-3p;Derives_from=MI0000289
317_	chr1	.	miRNA_primary_transcript	201688636	201688755	.	+	.	ID=MI0018170;Alias=MI0018170;Name=hsa-mir-5191
318_	chr1	.	miRNA	201688707	201688728	.	+	.	ID=MIMAT0021122;Alias=MIMAT0021122;Name=hsa-miR-5191;Derives_from=MI0018170
319_	chr1	.	miRNA_primary_transcript	201777739	201777830	.	+	.	ID=MI0006321;Alias=MI0006321;Name=hsa-mir-1231
320_	chr1	.	miRNA	201777743	201777762	.	+	.	ID=MIMAT0005586;Alias=MIMAT0005586;Name=hsa-miR-1231;Derives_from=MI0006321
321_	chr1	.	miRNA_primary_transcript	201832501	201832575	.	+	.	ID=MI0022584;Alias=MI0022584;Name=hsa-mir-6739
322_	chr1	.	miRNA	201832506	201832527	.	+	.	ID=MIMAT0027379;Alias=MIMAT0027379;Name=hsa-miR-6739-5p;Derives_from=MI0022584
323_	chr1	.	miRNA	201832555	201832575	.	+	.	ID=MIMAT0027380;Alias=MIMAT0027380;Name=hsa-miR-6739-3p;Derives_from=MI0022584
324_	chr1	.	miRNA_primary_transcript	201972252	201972364	.	+	.	ID=MI0022585;Alias=MI0022585;Name=hsa-mir-6740
325_	chr1	.	miRNA	201972257	201972278	.	+	.	ID=MIMAT0027381;Alias=MIMAT0027381;Name=hsa-miR-6740-5p;Derives_from=MI0022585
326_	chr1	.	miRNA	201972343	201972364	.	+	.	ID=MIMAT0027382;Alias=MIMAT0027382;Name=hsa-miR-6740-3p;Derives_from=MI0022585
327_	chr1	.	miRNA_primary_transcript	205417430	205417526	.	-	.	ID=MI0000810;Alias=MI0000810;Name=hsa-mir-135b
328_	chr1	.	miRNA	205417489	205417511	.	-	.	ID=MIMAT0000758;Alias=MIMAT0000758;Name=hsa-miR-135b-5p;Derives_from=MI0000810
329_	chr1	.	miRNA	205417451	205417472	.	-	.	ID=MIMAT0004698;Alias=MIMAT0004698;Name=hsa-miR-135b-3p;Derives_from=MI0000810
330_	chr1	.	miRNA_primary_transcript	206648146	206648207	.	+	.	ID=MI0022706;Alias=MI0022706;Name=hsa-mir-6769b
331_	chr1	.	miRNA	206648151	206648173	.	+	.	ID=MIMAT0027620;Alias=MIMAT0027620;Name=hsa-miR-6769b-5p;Derives_from=MI0022706
332_	chr1	.	miRNA	206648187	206648207	.	+	.	ID=MIMAT0027621;Alias=MIMAT0027621;Name=hsa-miR-6769b-3p;Derives_from=MI0022706
333_	chr1	.	miRNA_primary_transcript	207975197	207975284	.	-	.	ID=MI0000735;Alias=MI0000735;Name=hsa-mir-29c
334_	chr1	.	miRNA	207975248	207975269	.	-	.	ID=MIMAT0004673;Alias=MIMAT0004673;Name=hsa-miR-29c-5p;Derives_from=MI0000735
335_	chr1	.	miRNA	207975210	207975231	.	-	.	ID=MIMAT0000681;Alias=MIMAT0000681;Name=hsa-miR-29c-3p;Derives_from=MI0000735
336_	chr1	.	miRNA_primary_transcript	207975788	207975868	.	-	.	ID=MI0000107;Alias=MI0000107;Name=hsa-mir-29b-2
337_	chr1	.	miRNA	207975795	207975817	.	-	.	ID=MIMAT0000100;Alias=MIMAT0000100;Name=hsa-miR-29b-3p;Derives_from=MI0000107
338_	chr1	.	miRNA	207975837	207975858	.	-	.	ID=MIMAT0004515;Alias=MIMAT0004515;Name=hsa-miR-29b-2-5p;Derives_from=MI0000107
339_	chr1	.	miRNA_primary_transcript	209605478	209605587	.	+	.	ID=MI0000285;Alias=MI0000285;Name=hsa-mir-205
340_	chr1	.	miRNA	209605511	209605532	.	+	.	ID=MIMAT0000266;Alias=MIMAT0000266;Name=hsa-miR-205-5p;Derives_from=MI0000285
341_	chr1	.	miRNA	209605548	209605568	.	+	.	ID=MIMAT0009197;Alias=MIMAT0009197;Name=hsa-miR-205-3p;Derives_from=MI0000285
342_	chr1	.	miRNA_primary_transcript	209796789	209796855	.	-	.	ID=MI0015859;Alias=MI0015859;Name=hsa-mir-4260
343_	chr1	.	miRNA	209796827	209796845	.	-	.	ID=MIMAT0016881;Alias=MIMAT0016881;Name=hsa-miR-4260;Derives_from=MI0015859
344_	chr1	.	miRNA_primary_transcript	212250955	212251027	.	+	.	ID=MI0014138;Alias=MI0014138;Name=hsa-mir-3122
345_	chr1	.	miRNA	212250964	212250985	.	+	.	ID=MIMAT0014984;Alias=MIMAT0014984;Name=hsa-miR-3122;Derives_from=MI0014138
346_	chr1	.	miRNA_primary_transcript	220291195	220291304	.	-	.	ID=MI0000291;Alias=MI0000291;Name=hsa-mir-215
347_	chr1	.	miRNA	220291258	220291278	.	-	.	ID=MIMAT0000272;Alias=MIMAT0000272;Name=hsa-miR-215-5p;Derives_from=MI0000291
348_	chr1	.	miRNA	220291219	220291241	.	-	.	ID=MIMAT0026476;Alias=MIMAT0026476;Name=hsa-miR-215-3p;Derives_from=MI0000291
349_	chr1	.	miRNA_primary_transcript	220291499	220291583	.	-	.	ID=MI0000488;Alias=MI0000488;Name=hsa-mir-194-1
350_	chr1	.	miRNA	220291548	220291569	.	-	.	ID=MIMAT0000460;Alias=MIMAT0000460;Name=hsa-miR-194-5p;Derives_from=MI0000488
351_	chr1	.	miRNA_primary_transcript	220373880	220373961	.	-	.	ID=MI0006442;Alias=MI0006442;Name=hsa-mir-664a
352_	chr1	.	miRNA	220373928	220373951	.	-	.	ID=MIMAT0005948;Alias=MIMAT0005948;Name=hsa-miR-664a-5p;Derives_from=MI0006442
353_	chr1	.	miRNA	220373891	220373913	.	-	.	ID=MIMAT0005949;Alias=MIMAT0005949;Name=hsa-miR-664a-3p;Derives_from=MI0006442
354_	chr1	.	miRNA_primary_transcript	224444706	224444843	.	-	.	ID=MI0003839;Alias=MI0003839;Name=hsa-mir-320b-2
355_	chr1	.	miRNA	224444751	224444772	.	-	.	ID=MIMAT0005792_1;Alias=MIMAT0005792;Name=hsa-miR-320b;Derives_from=MI0003839
356_	chr1	.	miRNA_primary_transcript	224585929	224586013	.	-	.	ID=MI0017380;Alias=MI0017380;Name=hsa-mir-4742
357_	chr1	.	miRNA	224585991	224586013	.	-	.	ID=MIMAT0019872;Alias=MIMAT0019872;Name=hsa-miR-4742-5p;Derives_from=MI0017380
358_	chr1	.	miRNA	224585929	224585951	.	-	.	ID=MIMAT0019873;Alias=MIMAT0019873;Name=hsa-miR-4742-3p;Derives_from=MI0017380
359_	chr1	.	miRNA_primary_transcript	226109780	226109842	.	-	.	ID=MI0022586;Alias=MI0022586;Name=hsa-mir-6741
360_	chr1	.	miRNA	226109816	226109837	.	-	.	ID=MIMAT0027383;Alias=MIMAT0027383;Name=hsa-miR-6741-5p;Derives_from=MI0022586
361_	chr1	.	miRNA	226109780	226109801	.	-	.	ID=MIMAT0027384;Alias=MIMAT0027384;Name=hsa-miR-6741-3p;Derives_from=MI0022586
362_	chr1	.	miRNA_primary_transcript	228129291	228129384	.	-	.	ID=MI0017876;Alias=MI0017876;Name=hsa-mir-5008
363_	chr1	.	miRNA	228129342	228129363	.	-	.	ID=MIMAT0021039;Alias=MIMAT0021039;Name=hsa-miR-5008-5p;Derives_from=MI0017876
364_	chr1	.	miRNA	228129311	228129331	.	-	.	ID=MIMAT0021040;Alias=MIMAT0021040;Name=hsa-miR-5008-3p;Derives_from=MI0017876
365_	chr1	.	miRNA_primary_transcript	228284964	228285042	.	+	.	ID=MI0016011;Alias=MI0016011;Name=hsa-mir-3620
366_	chr1	.	miRNA	228285021	228285042	.	+	.	ID=MIMAT0018001;Alias=MIMAT0018001;Name=hsa-miR-3620-3p;Derives_from=MI0016011
367_	chr1	.	miRNA	228284986	228285007	.	+	.	ID=MIMAT0022967;Alias=MIMAT0022967;Name=hsa-miR-3620-5p;Derives_from=MI0016011
368_	chr1	.	miRNA_primary_transcript	228584749	228584810	.	-	.	ID=MI0022587;Alias=MI0022587;Name=hsa-mir-6742
369_	chr1	.	miRNA	228584784	228584805	.	-	.	ID=MIMAT0027385;Alias=MIMAT0027385;Name=hsa-miR-6742-5p;Derives_from=MI0022587
370_	chr1	.	miRNA	228584749	228584768	.	-	.	ID=MIMAT0027386;Alias=MIMAT0027386;Name=hsa-miR-6742-3p;Derives_from=MI0022587
371_	chr1	.	miRNA_primary_transcript	228649775	228649853	.	+	.	ID=MI0017296;Alias=MI0017296;Name=hsa-mir-4666a
372_	chr1	.	miRNA	228649784	228649804	.	+	.	ID=MIMAT0019741;Alias=MIMAT0019741;Name=hsa-miR-4666a-5p;Derives_from=MI0017296
